"gene_id","gene_name","chromosome","locus","rpkm"
,"Ankrd37",8,"chr8:47082261-47085204",9.54286
,"Lrp2bp",8,"chr8:47095955-47114830",0.086086
,"Snx25",8,"chr8:47118614-47209500",17.1311
,"4933411K20Rik",8,"chr8:47254909-47280944",9.99374
,"Slc25a4",8,"chr8:47292697-47296363",142.644
,"Helt",8,"chr8:47377401-47380025",0
,"Acsl1",8,"chr8:47556395-47621404",7.39248
,"Mlf1ip",8,"chr8:47637422-47664938",2.82997
,"Ccdc111",8,"chr8:47660947-47702554",10.2808
,"Casp3",8,"chr8:47702802-47724062",24.7908
,"Gm16675",8,"chr8:47816323-47824869",7.49788
,"Irf2",8,"chr8:47825098-47932812",23.168
,"Enpp6",8,"chr8:48072278-48180249",1.09664
,"Stox2",8,"chr8:48265401-48437702",1.450353
,"D030016E14Rik",8,"chr8:48575481-48618824",12.7076
,"Rwdd4a",8,"chr8:48618998-48638191",12.7659
,"Ing2",8,"chr8:48752531-48760513",8.21121
,"Cdkn2aip",8,"chr8:48794697-48799285",11.22
,"Cldn24",8,"chr8:48907496-48908159",0
,"Cldn22",8,"chr8:48909835-48910829",0.252757
,"Wwc2",8,"chr8:48912963-49075905",2.01257
,"Dctd",8,"chr8:49184445-49227021",3.396282
,"Odz3",8,"chr8:49311018-49760044",0.159219
,"Gm2516",8,"chr8:51453465-51501443",0
,"Aga",8,"chr8:54597055-54608776",17.34417
,"Neil3",8,"chr8:54672220-54724419",5.54585
,"Vegfc",8,"chr8:55162885-55271808",3.25458
,"Spcs3",8,"chr8:55605786-55615351",64.6595
,"Asb5",8,"chr8:55635683-55673189",0.313021
,"Spata4",8,"chr8:55686133-55695451",0
,"Wdr17",8,"chr8:55714968-55809721",0.011738
,"Gpm6a",8,"chr8:55864786-56146231",10.454871
,"Adam29",8,"chr8:58349708-58385761",0
,"Glra3",8,"chr8:58419621-58604149",0
,"Hpgd",8,"chr8:58773348-58799843",80.366
,"BC088983",8,"chr8:59010318-59029363",13.6715
,"Fbxo8",8,"chr8:59029930-59072736",10.3403
,"Hand2",8,"chr8:59799779-59803314",0.635964
,"Scrg1",8,"chr8:59934719-59956382",0.123738
,"Sap30",8,"chr8:59961498-59966657",12.9325
,"Hmgb2",8,"chr8:59990639-59994796",7.26284
,"Galnt7",8,"chr8:60002621-60131852",9.32004
,"AW046200",8,"chr8:60130549-60142227",1.27098
,"Galntl6",8,"chr8:60252848-61390424",0
,"Gm15881",8,"chr8:61178642-61179593",0
,"BC030500",8,"chr8:61390551-61393095",0
,"Aadat",8,"chr8:62984920-63024474",0
,"Mfap3l",8,"chr8:63111656-63155528",1.23934
,"2700029M09Rik",8,"chr8:63369247-63386369",36.9926
,"Clcn3",8,"chr8:63389185-63462108",16.808955
,"Nek1",8,"chr8:63472016-63609031",3.67503
,"Sh3rf1",8,"chr8:63702967-63874869",1.22397
,"1700001D01Rik",8,"chr8:63760318-63767669",0.042458
,"Cbr4",8,"chr8:63966530-63982297",8.12867
,"Palld",8,"chr8:63993819-64381487",1.51978
,"Ddx60",8,"chr8:64406885-64516492",6.01785
,"Anxa10",8,"chr8:64536317-64601915",0
,"Spock3",8,"chr8:65430028-65835893",0.496108
,"Gm4975",8,"chr8:66403490-66430967",0.017404
,"Tll1",8,"chr8:66493566-66684790",0.035819
,"Mir710",8,"chr8:66993128-66993238",0
,"Cpe",8,"chr8:67071348-67171837",6.992
,"Sc4mol",8,"chr8:67196941-67212375",26.5059
,"Klhl2",8,"chr8:67218658-67373716",8.11495
,"Tmem192",8,"chr8:67471083-67492935",17.21708
,"Trim75",8,"chr8:67505549-67511543",0.040116
,"Trim60",8,"chr8:67522346-67542587",0.004486
,"Trim61",8,"chr8:67536874-67542587",0
,"Gm10664",8,"chr8:67552315-67561235",0
,"BC030870",8,"chr8:67609512-67653436",0.036137
,"March1",8,"chr8:68141938-68995536",56.830087
,"1810029B16Rik",8,"chr8:69000244-69010406",5.94352
,"Tktl2",8,"chr8:69035638-69037677",0
,"Npy5r",8,"chr8:69203863-69211993",0
,"Npy1r",8,"chr8:69221320-69230697",2.00819
,"Naf1",8,"chr8:69384115-69414463",2.0094
,"Nat1",8,"chr8:70014656-70016002",0.551753
,"Nat2",8,"chr8:70018773-70026477",13.633413
,"Nat3",8,"chr8:70047752-70072526",0
,"Psd3",8,"chr8:70212980-70498473",2.126329
,"Sh2d4a",8,"chr8:70800426-70871603",3.2642
,"Csgalnact1",8,"chr8:70880679-71259045",1.361651
,"1700125H03Rik",8,"chr8:70892357-70899609",0.109746
,"Ints10",8,"chr8:71317852-71351543",14.7572
,"Lpl",8,"chr8:71404453-71430831",8.52498
,"Slc18a1",8,"chr8:71561606-71613121",0.295565
,"Atp6v1b2",8,"chr8:71612634-71637616",46.1911
,"Lzts1",8,"chr8:71659401-71664852",0.173388
,"Zfp930",8,"chr8:71732944-71754438",8.83557
,"D130040H23Rik",8,"chr8:71794978-71827274",2.45423
,"Gm10033",8,"chr8:71894923-71919443",3.412476
,"Zfp868",8,"chr8:72134552-72149447",10.976967
,"Zfp964",8,"chr8:72178454-72188352",0.660569
,"Zfp869",8,"chr8:72229036-72240801",26.95541
,"Zfp963",8,"chr8:72265537-72273861",5.06181
,"Zfp866",8,"chr8:72285222-72298810",11.5764
,"Atp13a1",8,"chr8:72315061-72331647",24.739
,"Gmip",8,"chr8:72332585-72345769",44.2597
,"Lpar2",8,"chr8:72346463-72355001",3.23789
,"Pbx4",8,"chr8:72356602-72396191",2.12441
,"Cilp2",8,"chr8:72404264-72411291",0.020144
,"Ndufa13",8,"chr8:72418080-72426457",73.2061
,"Tssk6",8,"chr8:72426113-72427417",1.35013
,"Gatad2a",8,"chr8:72430967-72520278",14.25359
,"Mau2",8,"chr8:72540021-72566633",26.50624
,"Sugp1",8,"chr8:72566711-72595852",12.4315
,"Tm6sf2",8,"chr8:72596830-72603951",1.79775
,"Hapln4",8,"chr8:72607427-72614761",0.022807
,"Ncan",8,"chr8:72616983-72644743",0.510453
,"Rfxank",8,"chr8:72654704-72663096",9.11136
,"Nr2c2ap",8,"chr8:72655231-72657647",34.444152
,"2310045N01Rik",8,"chr8:72663611-72671159",67.7961
,"Mef2b",8,"chr8:72676676-72691387",4.410599
,"Tmem161a",8,"chr8:72696309-72707562",10.3247
,"Slc25a42",8,"chr8:72708238-72736180",2.90709
,"Armc6",8,"chr8:72744091-72758321",4.90271
,"Sugp2",8,"chr8:72758124-72787004",16.9251
,"Homer3",8,"chr8:72806897-72818260",7.014311
,"Ddx49",8,"chr8:72816764-72826351",20.5564
,"Cope",8,"chr8:72826683-72836889",80.2338
,"Lass1",8,"chr8:72839673-72855487",0.031212
,"Gdf1",8,"chr8:72839673-72855491",0.162962
,"Upf1",8,"chr8:72855420-72877172",17.07518
,"Comp",8,"chr8:72897446-72905965",0.276825
,"Crtc1",8,"chr8:72906256-72963472",2.64078
,"Klhl26",8,"chr8:72974126-73000842",6.21309
,"Tmem59l",8,"chr8:73007769-73011257",0.119801
,"Crlf1",8,"chr8:73017054-73027980",0.127925
,"2810428I15Rik",8,"chr8:73028194-73030638",50.1494
,"Uba52",8,"chr8:73032164-73034266",3.06251
,"2810422J05Rik",8,"chr8:73037294-73047079",54.2817
,"Fkbp8",8,"chr8:73051641-73059227",114.83519
,"Ell",8,"chr8:73063573-73116757",9.68382
,"Isyna1",8,"chr8:73118379-73121189",28.6594
,"Ssbp4",8,"chr8:73121388-73132213",22.3359
,"Lrrc25",8,"chr8:73140742-73144749",15.4821
,"Gdf15",8,"chr8:73153292-73155534",0.837964
,"Pgpep1",8,"chr8:73170334-73183637",4.16959
,"Lsm4",8,"chr8:73197129-73202651",65.2191
,"Jund",8,"chr8:73221637-73224515",28.0324
,"Gm3336",8,"chr8:73242441-73246534",0.405181
,"Pde4c",8,"chr8:73247962-73275075",0.519704
,"Rab3a",8,"chr8:73278577-73282585",4.789163
,"Mpv17l2",8,"chr8:73282547-73284820",13.7837
,"Ifi30",8,"chr8:73286671-73290562",264.032
,"Pik3r2",8,"chr8:73292079-73300611",8.19749
,"2010320M18Rik",8,"chr8:73300760-73301505",13.0494
,"Mast3",8,"chr8:73302015-73316332",19.9771
,"Il12rb1",8,"chr8:73332347-73345322",1.79271
,"Arrdc2",8,"chr8:73359036-73363619",10.0002
,"Kcnn1",8,"chr8:73365947-73380907",0.220426
,"Ccdc124",8,"chr8:73392125-73397389",47.2863
,"Slc5a5",8,"chr8:73406787-73416656",0.621049
,"Rpl18a",8,"chr8:73418620-73421342",53.3264
,"Snora68",8,"chr8:73419657-73419755",639.374
,"Mtap1s",8,"chr8:73429872-73441428",13.672
,"Mir1969",8,"chr8:73449423-73449517",0
,"1700026F02Rik",8,"chr8:73530626-73550654",0
,"Haus8",8,"chr8:73775022-73796489",15.214927
,"Myo9b",8,"chr8:73796612-73884611",22.477062
,"Use1",8,"chr8:73890746-73893631",184.42801
,"Ocel1",8,"chr8:73895196-73897588",12.4741
,"Nr2f6",8,"chr8:73898017-73905851",9.64283
,"Ushbp1",8,"chr8:73908172-73919700",5.8075
,"5430437P03Rik",8,"chr8:73920753-73928671",38.3629
,"Ankle1",8,"chr8:73929910-73933803",3.04336
,"Abhd8",8,"chr8:73980598-73987556",14.4428
,"Mrpl34",8,"chr8:73988824-73989652",60.1383
,"Dda1",8,"chr8:73993092-74000334",18.07
,"Ano8",8,"chr8:73999917-74009966",3.75889
,"Gtpbp3",8,"chr8:74012001-74017299",7.90871
,"Plvap",8,"chr8:74021651-74035668",23.4365
,"Bst2",8,"chr8:74058160-74061336",249.485
,"Fam125a",8,"chr8:74066828-74071925",36.5789
,"Tmem221",8,"chr8:74078201-74082770",2.91303
,"Nxnl1",8,"chr8:74084453-74090548",0.137419
,"Slc27a1",8,"chr8:74092825-74110607",5.38355
,"Pgls",8,"chr8:74116082-74120166",86.0036
,"Fam129c",8,"chr8:74121544-74132048",55.3009
,"Glt25d1",8,"chr8:74134922-74148810",61.9906
,"Unc13a",8,"chr8:74150611-74195656",0.142836
,"Jak3",8,"chr8:74200281-74214476",19.838411
,"Insl3",8,"chr8:74213150-74214476",25.5378
,"B3gnt3",8,"chr8:74215617-74225699",0.842074
,"Fcho1",8,"chr8:74232285-74249580",19.91051
,"Zfp709",8,"chr8:74405966-74416464",3.5038
,"Zfp882",8,"chr8:74432504-74442750",3.74207
,"Zfp617",8,"chr8:74446723-74458529",2.48291
,"Zfp961",8,"chr8:74474964-74494232",15.8926
,"Cyp4f18",8,"chr8:74512380-74533525",19.3957
,"Olfr372",8,"chr8:74581558-74582574",0.018917
,"Olfr373",8,"chr8:74623660-74624605",0.020726
,"Olfr374",8,"chr8:74630938-74634408",0
,"Tpm4",8,"chr8:74659190-74677028",111.209
,"Rab8a",8,"chr8:74685098-74705265",64.682
,"Hsh2d",8,"chr8:74713566-74724857",23.162
,"Cib3",8,"chr8:74728233-74736736",0.347019
,"Fam32a",8,"chr8:74743628-74747674",77.59
,"Ap1m1",8,"chr8:74764030-74781278",38.953
,"Klf2",8,"chr8:74842960-74845553",72.9975
,"Eps15l1",8,"chr8:74864895-74945373",25.8635
,"Calr3",8,"chr8:74948081-74967677",0.801875
,"1700030K09Rik",8,"chr8:74967778-74984440",8.52563
,"Cherp",8,"chr8:74984381-74999132",18.057
,"Slc35e1",8,"chr8:75001893-75016513",10.1209
,"Med26",8,"chr8:75018457-75072209",5.57143
,"9130011J15Rik",8,"chr8:75089096-75094947",25.6106
,"Tmem38a",8,"chr8:75096001-75111183",2.9419
,"Nwd1",8,"chr8:75170609-75238645",0.069576
,"Sin3b",8,"chr8:75247186-75282102",85.2364
,"F2rl3",8,"chr8:75285778-75287784",3.34506
,"Large",8,"chr8:75338497-75876455",1.6735
,"Mir28b",8,"chr8:75540410-75540490",0
,"Isx",8,"chr8:77397072-77417405",0
,"Hmgxb4",8,"chr8:77517601-77555871",12.1657
,"Tom1",8,"chr8:77557584-77594020",0.07139
,"Hmox1",8,"chr8:77617516-77624492",133.65
,"Mcm5",8,"chr8:77633426-77652338",22.6791
,"Rasd2",8,"chr8:77737842-77748012",0.578338
,"1700007B14Rik",8,"chr8:77972592-78508406",0.008361
,"Gm10649",8,"chr8:79272985-79424072",0.011531
,"Nr3c2",8,"chr8:79426406-79767538",0.423862
,"Arhgap10",8,"chr8:79774264-80041806",2.94361
,"0610038B21Rik",8,"chr8:80040954-80042477",0.181634
,"Prmt10",8,"chr8:80073295-80105237",15.4566
,"Tmem184c",8,"chr8:80119878-80134552",13.4284
,"1700092C02Rik",8,"chr8:80148070-80152855",0
,"Ednra",8,"chr8:80186927-80248351",2.20497
,"Ttc29",8,"chr8:80737240-80918225",0
,"Pou4f2",8,"chr8:80956907-80960551",0
,"Rbmxl1",8,"chr8:81029167-81032827",4.66954
,"Slc10a7",8,"chr8:81033233-81257904",8.59742
,"Lsm6",8,"chr8:81328766-81345051",7.73494
,"Zfp827",8,"chr8:81552335-81717665",2.64239
,"1700011L22Rik",8,"chr8:81734328-81772482",0
,"Mmaa",8,"chr8:81790322-81818855",3.29845
,"Gm4890",8,"chr8:81818976-81831673",0.436083
,"Smad1",8,"chr8:81862297-81923367",3.88689
,"Otud4",8,"chr8:82163574-82201654",21.8094
,"Abce1",8,"chr8:82207340-82235639",50.6235
,"Anapc10",8,"chr8:82235718-82301220",2.95387
,"Hhip",8,"chr8:82489749-82581907",0.005201
,"Gypa",8,"chr8:83017943-83034684",0.246287
,"Frem3",8,"chr8:83134937-83219456",0
,"Smarca5",8,"chr8:83223842-83263358",9.90115
,"Gab1",8,"chr8:83288332-83404378",1.86047
,"Usp38",8,"chr8:83504631-83538805",19.0145
,"Inpp4b",8,"chr8:84239098-84646460",8.73916
,"Il15",8,"chr8:84855522-84926485",8.609007
,"Zfp330",8,"chr8:85287518-85298025",18.1089
,"Rnf150",8,"chr8:85387254-85615170",1.68927
,"Tbc1d9",8,"chr8:85689250-85796839",8.10029
,"Ucp1",8,"chr8:85814246-85822355",0.053376
,"Elmod2",8,"chr8:85836530-85856385",6.639007
,"4933434I20Rik",8,"chr8:85872370-85903301",0
,"Clgn",8,"chr8:85913789-85950728",0.051899
,"Scoc",8,"chr8:85958391-85982290",2.318746
,"Olfr370",8,"chr8:86064991-86066087",0
,"Ndufb7",8,"chr8:86090656-86095522",168.349
,"Tecr",8,"chr8:86095596-86118390",51.5963
,"Dnajb1",8,"chr8:86132073-86135802",33.4857
,"Gipc1",8,"chr8:86176576-86188688",16.7219
,"Ptger1",8,"chr8:86190538-86194002",33.3881
,"Pkn1",8,"chr8:86193660-86223078",32.89371
,"Ddx39",8,"chr8:86239075-86247250",58.1351
,"Cd97",8,"chr8:86247149-86265210",85.080561
,"Lphn1",8,"chr8:86423996-86465853",5.064
,"Asf1b",8,"chr8:86479592-86494094",15.3718
,"Prkaca",8,"chr8:86496876-86520344",12.2044
,"Samd1",8,"chr8:86521570-86524285",15.1863
,"1700067K01Rik",8,"chr8:86525604-86528669",0.5761
,"Mir1199",8,"chr8:86535413-86535532",0
,"Palm3",8,"chr8:86545372-86554194",1.47955
,"Il27ra",8,"chr8:86554184-86566474",53.7748
,"Rln3",8,"chr8:86566965-86568878",2.03344
,"Rfx1",8,"chr8:86590734-86620891",7.89255
,"Mir709",8,"chr8:86609997-86610085",33.0285
,"Dcaf15",8,"chr8:86620970-86628661",23.744
,"Podnl1",8,"chr8:86649887-86656416",2.35227
,"Cc2d1a",8,"chr8:86656726-86671652",12.044
,"4930432K21Rik",8,"chr8:86671936-86696496",1.020499
,"Nanos3",8,"chr8:86697631-86700451",0.17505
,"Mir181d",8,"chr8:86702614-86702686",0
,"Mir181c",8,"chr8:86702771-86702860",0
,"Mir23a",8,"chr8:86732416-86732491",0
,"Mir27a",8,"chr8:86732570-86732657",0
,"Mir24-2",8,"chr8:86732713-86732820",0
,"Mir3074-2",8,"chr8:86732723-86732806",0
,"Zswim4",8,"chr8:86734840-86760941",2.81363
,"D8Ertd738e",8,"chr8:86770133-86773660",172.263
,"Mri1",8,"chr8:86774474-86781223",13.2417
,"Ccdc130",8,"chr8:86781693-86794259",8.71438
,"Cacna1a",8,"chr8:86939262-87164148",0.793164
,"Ier2",8,"chr8:87185229-87186751",36.1881
,"Nacc1",8,"chr8:87194377-87211761",8.68902
,"Trmt1",8,"chr8:87213145-87223707",30.82523
,"Lyl1",8,"chr8:87225355-87228615",39.1228
,"Nfix",8,"chr8:87231497-87324239",1.472911
,"Dand5",8,"chr8:87339303-87356164",4.560975
,"Gadd45gip1",8,"chr8:87356180-87359381",26.6039
,"Rad23a",8,"chr8:87358550-87364540",17.2856
,"Calr",8,"chr8:87365986-87370830",147.198
,"Farsa",8,"chr8:87380884-87393156",30.4926
,"Syce2",8,"chr8:87396009-87411345",7.385046
,"Gcdh",8,"chr8:87410285-87417820",12.67946
,"Klf1",8,"chr8:87425826-87429194",1.66423
,"Dnase2a",8,"chr8:87432522-87435360",30.5096
,"Mast1",8,"chr8:87435751-87461252",1.28788
,"Rtbdn",8,"chr8:87470889-87480502",0.126317
,"Rnaseh2a",8,"chr8:87480508-87489910",10.5289
,"Prdx2",8,"chr8:87493546-87498212",51.7758
,"Junb",8,"chr8:87500807-87502647",42.6923
,"Hook2",8,"chr8:87514493-87527263",2.581126
,"Best2",8,"chr8:87531101-87538307",0.008161
,"Asna1",8,"chr8:87541829-87549177",45.7045
,"2310036O22Rik",8,"chr8:87550731-87554185",140.947
,"Tnpo2",8,"chr8:87560813-87581481",19.663243
,"Fbxw9",8,"chr8:87584017-87591019",4.60848
,"Gm5741",8,"chr8:87591466-87591881",1.33192
,"Dhps",8,"chr8:87595655-87599060",22.9487
,"Wdr83",8,"chr8:87598933-87604645",20.8589
,"BC056474",8,"chr8:87604861-87606238",11.9958
,"Man2b1",8,"chr8:87607167-87622638",45.7657
,"Zfp791",8,"chr8:87633065-87646994",0.780421
,"Gm6531",8,"chr8:87675822-87697521",0.189326
,"Olfr371",8,"chr8:87754395-87755334",0
,"Vps35",8,"chr8:87784290-87823396",56.1412
,"Orc6",8,"chr8:87823530-87832178",23.741086
,"Mylk3",8,"chr8:87848827-87889223",5.3824
,"4921524J17Rik",8,"chr8:87932657-87956740",8.597522
,"Gpt2",8,"chr8:88016515-88051457",1.15176
,"Dnaja2",8,"chr8:88061538-88079170",59.2988
,"Neto2",8,"chr8:88160486-88214908",1.20987
,"Itfg1",8,"chr8:88241455-88364848",21.2623
,"Phkb",8,"chr8:88364900-88584541",8.81539
,"Abcc12",8,"chr8:89028739-89090489",0.021429
,"Lonp2",8,"chr8:89147941-89240535",37.3098
,"Siah1a",8,"chr8:89247836-89269905",6.54061
,"Gm10638",8,"chr8:89269597-89270959",0.27413
,"N4bp1",8,"chr8:89365037-89409157",7.69321
,"Gm10637",8,"chr8:89693645-89723749",0
,"Cbln1",8,"chr8:89992751-89996491",0.07216
,"Gm2694",8,"chr8:89996710-90049453",0.16048
,"4933402J07Rik",8,"chr8:90087805-90113096",0
,"Zfp423",8,"chr8:90185708-90483494",0.349981
,"Tmem188",8,"chr8:90642657-90659096",25.8375
,"Heatr3",8,"chr8:90661783-90695842",15.574
,"Papd5",8,"chr8:90723111-90783621",11.54153
,"Adcy7",8,"chr8:90796301-90853861",49.957648
,"Brd7",8,"chr8:90856209-90886090",34.6097
,"Nkd1",8,"chr8:91045242-91118786",2.961927
,"Snx20",8,"chr8:91150726-91160027",53.0193
,"Nod2",8,"chr8:91171245-91212373",1.70994
,"Cyld",8,"chr8:91220926-91275844",21.407331
,"Sall1",8,"chr8:91551142-91568061",0.01218
,"Tox3",8,"chr8:92771010-92872151",0.025728
,"Chd9",8,"chr8:93352733-93578407",8.43327
,"Rbl2",8,"chr8:93593992-93647743",18.3908
,"Aktip",8,"chr8:93647397-93659395",15.5807
,"Rpgrip1l",8,"chr8:93740928-93837121",1.26212
,"Fto",8,"chr8:93837423-94192332",7.36946
,"Irx3",8,"chr8:94322409-94325553",0.035843
,"4933436C20Rik",8,"chr8:94849931-94880019",0.177476
,"Irx5",8,"chr8:94881694-94885355",0
,"Irx6",8,"chr8:95198300-95203979",0
,"Mmp2",8,"chr8:95351226-95377319",3.3611
,"Lpcat2",8,"chr8:95379248-95443178",10.1006
,"Capns2",8,"chr8:95425293-95426308",0.416686
,"Slc6a2",8,"chr8:95484945-95525566",0.002621
,"Ces1a",8,"chr8:95544113-95572091",0
,"Ces1b",8,"chr8:95580625-95603916",0
,"Ces1c",8,"chr8:95622914-95655182",0.009403
,"Ces1d",8,"chr8:95689970-95721703",3.34203
,"Ces1e",8,"chr8:95725116-95753518",0.008227
,"Ces1f",8,"chr8:95780134-95803635",0.62002
,"Ces1g",8,"chr8:95826267-95861108",0.01475
,"Ces5a",8,"chr8:96038094-96059607",0
,"Gnao1",8,"chr8:96334737-96493288",0.332542
,"4930488L21Rik",8,"chr8:96335593-96337455",0
,"Amfr",8,"chr8:96495487-96536540",32.7591
,"Nudt21",8,"chr8:96543302-96560939",6.09794
,"Ogfod1",8,"chr8:96561097-96591822",5.1299
,"Bbs2",8,"chr8:96591853-96622711",5.43861
,"Mt4",8,"chr8:96661103-96662931",0
,"Mt3",8,"chr8:96676506-96678048",0.458754
,"Mt2",8,"chr8:96696517-96697467",12.8875
,"Mt1",8,"chr8:96702988-96704227",43.2493
,"Nup93",8,"chr8:96738500-96838966",12.5791
,"Mir138-2",8,"chr8:96848210-96848281",0
,"Slc12a3",8,"chr8:96853107-96890121",0.29845
,"Herpud1",8,"chr8:96910399-96919258",72.3803
,"9330175E14Rik",8,"chr8:96957026-96959003",4.96622
,"Nlrc5",8,"chr8:96996662-97051172",20.0672
,"Cpne2",8,"chr8:97056927-97094429",4.20707
,"Fam192a",8,"chr8:97098840-97125626",23.1233
,"Rspry1",8,"chr8:97125840-97184176",13.1491
,"Arl2bp",8,"chr8:97190654-97198322",46.64388
,"Pllp",8,"chr8:97198794-97220142",0.54746
,"Ccl22",8,"chr8:97269583-97275288",6.96464
,"Cx3cl1",8,"chr8:97296079-97306326",0.429112
,"Ccl17",8,"chr8:97334352-97335936",1.48232
,"Ciapin1",8,"chr8:97343718-97362240",8.22471
,"Coq9",8,"chr8:97362316-97378795",17.7061
,"Polr2c",8,"chr8:97381349-97388140",6.31377
,"Dok4",8,"chr8:97387727-97400212",2.49667
,"Ccdc102a",8,"chr8:97426768-97441998",5.26481
,"Gpr114",8,"chr8:97447593-97467190",12.401125
,"Gpr56",8,"chr8:97501008-97538108",3.482576
,"Gpr97",8,"chr8:97541591-97569149",1.27344
,"Ccdc135",8,"chr8:97579002-97602041",0.070224
,"Katnb1",8,"chr8:97605100-97623774",4.22121
,"Kifc3",8,"chr8:97623727-97666440",3.166832
,"Cngb1",8,"chr8:97762942-97830485",0.077086
,"Tepp",8,"chr8:97835414-97845228",0.174295
,"Zfp319",8,"chr8:97850035-97855850",3.00307
,"AA960436",8,"chr8:97856183-97871413",16.2998
,"Mmp15",8,"chr8:97876236-97898193",0.328403
,"Gtl3",8,"chr8:97944149-97958769",25.2223
,"Csnk2a2",8,"chr8:97969995-98012720",7.14225
,"Ccdc113",8,"chr8:98057999-98082788",0.057608
,"Prss54",8,"chr8:98083191-98099097",0
,"Gins3",8,"chr8:98157458-98168959",7.30573
,"Ndrg4",8,"chr8:98226936-98239019",0.423598
,"Setd6",8,"chr8:98239812-98242904",11.7629
,"Cnot1",8,"chr8:98243350-98331362",19.592855
,"4930513N10Rik",8,"chr8:98330729-98345628",0.514593
,"Slc38a7",8,"chr8:98359822-98377391",5.16676
,"Got2",8,"chr8:98388036-98412265",7.09609
,"Mir1186b",8,"chr8:98487443-98487506",0
,"Cdh8",8,"chr8:101552668-101940357",0.225357
,"Cdh11",8,"chr8:105156894-105309011",8.73001
,"4933400L20Rik",8,"chr8:106127698-106204282",0
,"Cdh5",8,"chr8:106625524-106668402",6.38124
,"Bean1",8,"chr8:106694412-106742997",0.113918
,"Tk2",8,"chr8:106750590-106772458",29.7823
,"Cklf",8,"chr8:106774802-106788836",30.12251
,"Cmtm2a",8,"chr8:106804941-106817081",0.017458
,"Cmtm1",8,"chr8:106817441-106834045",0
,"Cmtm2b",8,"chr8:106846136-106854656",0.325209
,"Cmtm3",8,"chr8:106864493-106871572",29.6771
,"Cmtm4",8,"chr8:106872092-106919707",3.89927
,"Dync1li2",8,"chr8:106941573-106966947",18.3138
,"Ccdc79",8,"chr8:106970618-107033787",1.76422
,"Nae1",8,"chr8:107034927-107058537",29.2429
,"Car7",8,"chr8:107064706-107074243",0.437857
,"Pdp2",8,"chr8:107115367-107120749",3.60006
,"Cdh16",8,"chr8:107125814-107148296",0.005677
,"Rrad",8,"chr8:107151965-107155221",7.78107
,"Fam96b",8,"chr8:107163738-107165628",42.6087
,"Ces2a",8,"chr8:107257902-107265534",0.018512
,"4932416K20Rik",8,"chr8:107319136-107322692",0
,"Ces2b",8,"chr8:107355543-107362552",0
,"Ces2c",8,"chr8:107370967-107378382",0.087111
,"Ces2d-ps",8,"chr8:107391323-107397982",0
,"Ces2e",8,"chr8:107450159-107458572",0.144872
,"Ces2f",8,"chr8:107471255-107479862",0
,"Ces2g",8,"chr8:107485617-107493437",1.30912
,"Ces3a",8,"chr8:107572498-107582314",0
,"Ces3b",8,"chr8:107607654-107617491",0.008986
,"Ces4a",8,"chr8:107655699-107674009",0
,"Cbfb",8,"chr8:107694573-107741888",48.244436
,"D230025D16Rik",8,"chr8:107749087-107776951",7.55141
,"B3gnt9-ps",8,"chr8:107776537-107779051",3.82958
,"Tradd",8,"chr8:107782474-107788494",23.8798
,"Fbxl8",8,"chr8:107788547-107793226",6.05199
,"Hsf4",8,"chr8:107793700-107799745",1.185663
,"Nol3",8,"chr8:107800346-107805839",0.421172
,"4931428F04Rik",8,"chr8:107804308-107813428",1.885217
,"Exoc3l",8,"chr8:107813823-107819998",3.88304
,"E2f4",8,"chr8:107821562-107829270",32.6928
,"Elmo3",8,"chr8:107829500-107834523",2.92949
,"Mir328",8,"chr8:107832263-107832360",7.47783
,"Lrrc29",8,"chr8:107836239-107850176",1.80669
,"Tmem208",8,"chr8:107850263-107852957",76.881
,"Fhod1",8,"chr8:107853059-107871870",16.0965
,"Slc9a5",8,"chr8:107872157-107893781",1.29674
,"Plekhg4",8,"chr8:107899280-107906762",0.073746
,"Kctd19",8,"chr8:107906711-107937387",0.718882
,"Lrrc36",8,"chr8:107937521-107987986",0.057281
,"Tppp3",8,"chr8:107991391-107995322",6.81873
,"Zdhhc1",8,"chr8:107996324-108020770",5.07812
,"Hsd11b2",8,"chr8:108042645-108047888",0.224304
,"Atp6v0d1",8,"chr8:108048369-108089940",44.8649
,"Agrp",8,"chr8:108090597-108092198",1.74545
,"Fam65a",8,"chr8:108129128-108146118",7.90431
,"Mir1966",8,"chr8:108139365-108139473",54.3208
,"Ctcf",8,"chr8:108160437-108206822",46.463
,"Rltpr",8,"chr8:108214805-108222065",26.3364
,"Acd",8,"chr8:108222058-108224995",17.157
,"Pard6a",8,"chr8:108225053-108227394",4.737524
,"E130303B06Rik",8,"chr8:108227551-108232068",4.05303
,"4933405L10Rik",8,"chr8:108232202-108234068",0.066799
,"Gfod2",8,"chr8:108240012-108282507",1.82123
,"Ranbp10",8,"chr8:108292207-108351250",11.022
,"Tsnaxip1",8,"chr8:108351643-108368576",1.13446
,"Cenpt",8,"chr8:108368577-108375908",10.1211
,"Thap11",8,"chr8:108379002-108380850",20.4147
